Time (s),Main Avg Current (mA),Main Avg Voltage (V)
81.6540,0.008,2.9975
81.6560,0.012,2.997
81.6580,0.01,2.9975
81.6600,0.188,2.9975
81.6620,0.008,2.9975
81.6640,0.024,2.9975
81.6660,0.01,2.9975
81.6680,0.002,2.9985
81.6700,3.096,2.997
81.6720,5.518,2.9975
81.6740,0.02,2.9975
81.6760,0.012,2.997
81.6780,0.008,2.9975
81.6800,0.252,2.9975
81.6820,0.182,2.9975
81.6840,0.012,2.9975
81.6860,0.01,2.9975
81.6880,0.008,2.9975
81.6900,0.01,2.9975
81.6920,0.004,2.9975
81.6940,4.036,2.9955
81.6960,0.012,2.9975
81.6980,0.012,2.9975
81.7000,0.01,2.9975
81.7020,0.008,2.9965
81.7040,1.19,2.997
81.7060,0.024,2.9985
81.7080,0.01,2.997
81.7100,0.008,2.9975
81.7120,0.02,2.9975
81.7140,0.016,2.997
81.7160,0.184,2.9975
81.7180,0.012,2.9975
81.7200,0.012,2.9975
81.7220,0.012,2.9975
81.7240,0.01,2.9975
81.7260,0.008,2.9975
81.7280,8.028,2.9955
81.7300,0.012,2.9985
81.7320,0.02,2.997
81.7340,0.01,2.9975
81.7360,0.012,2.9975
81.7380,0.182,2.997
81.7400,0.004,2.9975
81.7420,0.01,2.9975
81.7440,0.016,2.9975
81.7460,0.012,2.9975
81.7480,0.01,2.9975
81.7500,0.184,2.9975
81.7520,0.01,2.9975
81.7540,0.016,2.9975
81.7560,0.002,2.9975
81.7580,0.008,2.9985
81.7600,3.334,2.997
81.7620,6.098,2.997
81.7640,0.01,2.9975
81.7660,0.016,2.9975
81.7680,0.018,2.9975
81.7700,0.012,2.997
81.7720,0.178,2.997
81.7740,0.016,2.9975
81.7760,0.012,2.9975
81.7780,0.01,2.9985
81.7800,0.064,2.9975
81.7820,0.016,2.9975
81.7840,3.66,2.9955
81.7860,0.01,2.9985
81.7880,0.002,2.9975
81.7900,0.01,2.9975
81.7920,0.012,2.9985
81.7940,1.394,2.9975
81.7960,0.016,2.9985
81.7980,0.012,2.9985
81.8000,0.018,2.997
81.8020,0.008,2.9975
81.8040,0.01,2.9985
81.8060,0.184,2.9975
81.8080,0.012,2.9975
81.8100,0.012,2.9975
81.8120,0.012,2.997
81.8140,0.008,2.9975
81.8160,0.01,2.9975
81.8180,8.236,2.9945
81.8200,0.012,2.9975
81.8220,0.012,2.9985
81.8240,0.01,2.997
81.8260,0.004,2.9975
81.8280,0.184,2.9975
81.8300,0.012,2.9975
81.8320,0.01,2.9975
81.8340,0.01,2.9985
81.8360,0.01,2.9975
81.8380,0.008,2.997
81.8400,0.504,2.999
81.8420,0.01,2.9985
81.8440,0.018,2.997
81.8460,0.004,2.997
81.8480,0.012,2.997
81.8500,3.058,2.9975
81.8520,6.674,2.9985
81.8540,0.004,2.9975
81.8560,0.01,2.9985
81.8580,0.01,2.9975
81.8600,0.008,2.9975
81.8620,0.176,2.999
81.8640,0.012,2.9975
81.8660,0.016,2.9975
81.8680,0.008,2.997
81.8700,0.01,2.9975
81.8720,0.008,2.9975
81.8740,3.348,2.9955
81.8760,0.01,2.9975
81.8780,0.004,2.997
81.8800,0.008,2.9985
81.8820,0.016,2.9985
81.8840,1.324,2.9975
81.8860,0.02,2.9975
81.8880,0.002,2.9975
81.8900,0.016,2.997
81.8920,0.01,2.9975
81.8940,0.012,2.997
81.8960,0.182,2.9975
81.8980,0.008,2.9985
81.9000,0.012,2.9975
81.9020,0.018,2.9975
81.9040,0.012,2.9985
81.9060,0.01,2.9975
81.9080,8.612,2.9955
81.9100,0.016,2.9975
81.9120,0.008,2.9975
81.9140,0.008,2.9975
81.9160,0.012,2.9975
81.9180,0.184,2.9975
81.9200,0.418,2.997
81.9220,0.01,2.9975
81.9240,0.016,2.9985
81.9260,0.016,2.9975
81.9280,0.004,2.9975
81.9300,0.182,2.997
81.9320,0.008,2.9975
81.9340,0.008,2.9975
81.9360,0.02,2.9975
81.9380,0.01,2.9975
81.9400,3.566,2.997
81.9420,7.24,2.9985
81.9440,0.008,2.9975
81.9460,0.012,2.9975
81.9480,0.008,2.9975
81.9500,0.53,2.9975
81.9520,0.182,2.9975
81.9540,0,2.997
81.9560,0.01,2.9975
81.9580,0.018,2.9985
81.9600,0.536,2.997
81.9620,0.008,2.9975
81.9640,11.076,2.9975
81.9660,0.008,2.9975
81.9680,0.01,2.9975
81.9700,0.544,2.9975
81.9720,0.008,2.9975
81.9740,0.19,2.9975
81.9760,0.016,2.9975
81.9780,0.01,2.9975
81.9800,0.53,2.9975
81.9820,0.01,2.9985
81.9840,0.01,2.9975
81.9860,0.19,2.9975
81.9880,0.012,2.9985
81.9900,0.008,2.997
81.9920,0.002,2.997
81.9940,0.008,2.9975
81.9960,2.354,2.9995
81.9980,9.296,2.9995
82.0000,0.012,2.9975
82.0020,0.01,2.997
82.0040,0.008,2.9985
82.0060,0.01,2.9975
82.0080,0.184,2.9975
82.0100,0.012,2.9975
82.0120,0.004,2.9975
82.0140,0.012,2.9985
82.0160,0.01,2.9975
82.0180,0.008,2.9975
82.0200,2.144,2.9985
82.0220,0.01,2.9975
82.0240,0.01,2.9975
82.0260,0.008,2.9975
82.0280,0.002,2.9985
82.0300,1.548,2.9985
82.0320,0.024,2.9985
82.0340,0.01,2.9975
82.0360,0.012,2.9975
82.0380,0.012,2.997
82.0400,0.012,2.997
82.0420,0.176,2.9985
82.0440,0.01,2.9985
82.0460,0.004,2.9975
82.0480,0.016,2.9975
82.0500,0.008,2.997
82.0520,0.008,2.9975
82.0540,10.264,2.999
82.0560,0.012,2.997
82.0580,0.01,2.9975
82.0600,0.02,2.9985
82.0620,0.008,2.997
82.0640,0.422,2.9975
82.0660,0.016,2.9975
82.0680,0.01,2.9975
82.0700,0.01,2.9985
82.0720,0.01,2.9975
82.0740,0.008,2.9975
82.0760,0.184,2.9975
82.0780,0.01,2.9975
82.0800,0.38,2.9975
82.0820,0.016,2.9985
82.0840,0.004,2.9975
82.0860,2.336,2.9995
82.0880,8.802,2.9985
82.0900,0.016,2.9975
82.0920,0.008,2.9985
82.0940,0.018,2.9975
82.0960,0.012,2.997
82.0980,0.19,2.9985
82.1000,0.01,2.9975
82.1020,0.01,2.9975
82.1040,0.01,2.9975
82.1060,0.016,2.9985
82.1080,0.012,2.9975
82.1100,1.966,2.999
82.1120,0.01,2.997
82.1140,0.02,2.997
82.1160,0.016,2.9975
82.1180,0.012,2.9985
82.1200,1.676,2.997
82.1220,0.028,2.9985
82.1240,0.016,2.9975
82.1260,0.012,2.997
82.1280,0.01,2.997
82.1300,0.016,2.9985
82.1320,0.184,2.9975
82.1340,0.012,2.997
82.1360,0.01,2.9975
82.1380,0.012,2.9985
82.1400,0.008,2.9975
82.1420,0.01,2.9975
82.1440,10.154,2.9995
82.1460,0.01,2.9985
82.1480,0.008,2.9975
82.1500,0.012,2.9975
82.1520,0.008,2.9985
82.1540,0.356,2.997
82.1560,0.012,2.997
82.1580,0.012,2.9985
82.1600,0.516,2.9975
82.1620,0.008,2.9975
82.1640,0.004,2.9975
82.1660,0.184,2.9975
82.1680,0.01,2.9975
82.1700,0.026,2.9975
82.1720,0.008,2.9975
82.1740,0.008,2.9975
82.1760,2.314,2.9995
82.1780,8.65,2.997
82.1800,0.454,2.9975
82.1820,0.004,2.997
82.1840,0.004,2.9975
82.1860,0.012,2.9975
82.1880,0.184,2.9975
82.1900,0.502,2.997
82.1920,0.01,2.9975
82.1940,0.01,2.997
82.1960,0.004,2.997
82.1980,0.01,2.9985
82.2000,1.944,2.9985
82.2020,0.012,2.9975
82.2040,0.02,2.9975
82.2060,0.012,2.9985
82.2080,0.012,2.9975
82.2100,1.606,2.9985
82.2120,0.054,2.9975
82.2140,0.004,2.9975
82.2160,0.008,2.9975
82.2180,0.012,2.9975
82.2200,0.004,2.9975
82.2220,0.182,2.9985
82.2240,0.016,2.997
82.2260,0.012,2.9975
82.2280,0.004,2.9975
82.2300,0.018,2.9975
82.2320,0.01,2.9975
82.2340,9.848,2.9995
82.2360,0.016,2.9975
82.2380,0.01,2.9975
82.2400,0.5,2.9975
82.2420,0.012,2.9975
82.2440,0.442,2.9975
82.2460,0.012,2.9985
82.2480,0.014,2.9985
82.2500,0.012,2.9975
82.2520,0.024,2.9975
82.2540,0.016,2.9975
82.2560,0.286,2.9955
82.2580,0.012,2.9975
82.2600,0.652,2.9975
82.2620,0.006,2.9985
82.2640,0.012,2.9975
82.2660,1.68,2.9975
82.2680,1.558,2.9975
82.2700,0.554,2.9985
82.2720,0.008,2.9975
82.2740,0.016,2.9975
82.2760,0.012,2.9975
82.2780,0.182,2.9975
82.2800,0.024,2.9975
82.2820,0.012,2.9975
82.2840,0.004,2.997
82.2860,0.012,2.9975
82.2880,0.02,2.997
82.2900,8.062,2.9995
82.2920,0.016,2.9975
82.2940,0.008,2.9975
82.2960,0.008,2.9975
82.2980,0.016,2.9975
82.3000,0.444,2.9975
82.3020,0.016,2.9985
82.3040,0.012,2.997
82.3060,0.016,2.9985
82.3080,0.006,2.9985
82.3100,0.022,2.9985
82.3120,0.186,2.9975
82.3140,0.014,2.9975
82.3160,0.014,2.9975
82.3180,0.014,2.9975
82.3200,0.49,2.9975
82.3220,0.046,2.9955
82.3240,8.512,3
82.3260,0.012,2.9975
82.3280,0.012,2.9975
82.3300,0.02,2.9975
82.3320,0.02,2.9975
82.3340,0.194,2.9975
82.3360,0.008,2.9975
82.3380,0.012,2.9975
82.3400,0.014,2.997
82.3420,0.016,2.9975
82.3440,0.012,2.9975
82.3460,0.278,2.9965
82.3480,0.004,2.9975
82.3500,0.006,2.9975
82.3520,0.008,2.9975
82.3540,0.012,2.9975
82.3560,1.97,2.9975
82.3580,1.91,2.9985
82.3600,0.028,2.9985
82.3620,0.012,2.9975
82.3640,0.014,2.9975
82.3660,0.008,2.997
82.3680,0.186,2.9975
82.3700,0.016,2.997
82.3720,0.008,2.9975
82.3740,0.014,2.9975
82.3760,0.008,2.9975
82.3780,0.016,2.9975
82.3800,7.75,2.999
82.3820,0.006,2.9975
82.3840,0.008,2.9975
82.3860,0.014,2.9975
82.3880,0.008,2.9985
82.3900,0.518,2.9975
82.3920,0.016,2.997
82.3940,0.006,2.9975
82.3960,0.016,2.9975
82.3980,0.014,2.9985
82.4000,0.404,2.9975
82.4020,0.182,2.9975
82.4040,0.012,2.9975
82.4060,0.014,2.9985
82.4080,0.012,2.9975
82.4100,0.006,2.997
82.4120,0.016,2.9955
82.4140,8.578,2.9995
82.4160,0.012,2.9975
82.4180,0.016,2.9975
82.4200,0.014,2.9975
82.4220,0.008,2.997
82.4240,0.186,2.9975
82.4260,0.014,2.9985
82.4280,0.012,2.9975
82.4300,0.008,2.9975
82.4320,0.016,2.9975
82.4340,0.012,2.997
82.4360,0.27,2.9975
82.4380,0.014,2.9985
82.4400,0.022,2.9975
82.4420,0.014,2.9975
82.4440,0.012,2.997
82.4460,2.018,2.9975
82.4480,2.284,2.997
82.4500,0.016,2.9985
82.4520,0.008,2.9975
82.4540,0.016,2.9975
82.4560,0.014,2.997
82.4580,0.182,2.9985
82.4600,0.016,2.9975
82.4620,0.008,2.9975
82.4640,0.012,2.9975
82.4660,0.014,2.9985
82.4680,0.014,2.9975
82.4700,7.568,2.9985
82.4720,0.016,2.9975
82.4740,0.02,2.997
82.4760,0.014,2.9975
82.4780,0.012,2.9975
82.4800,0.916,2.9985
82.4820,0.008,2.997
82.4840,0.012,2.9985
82.4860,0.016,2.997
82.4880,0.008,2.9975
82.4900,0.014,2.9975
82.4920,0.194,2.9975
82.4940,0.012,2.997
82.4960,0.014,2.9975
82.4980,0.008,2.9975
82.5000,0.03,2.9975
82.5020,0.012,2.9955
82.5040,8.166,3
82.5060,0.016,2.9975
82.5080,0.008,2.9975
82.5100,0.022,2.9985
82.5120,0.014,2.9975
82.5140,0.186,2.9975
82.5160,0.012,2.9975
82.5180,0.014,2.9975
82.5200,0.012,2.9975
82.5220,0.022,2.999
82.5240,0.016,2.9975
82.5260,0.2,2.997
82.5280,0.014,2.9975
82.5300,0.006,2.9965
82.5320,0.014,2.9975
82.5340,0.012,2.9985
82.5360,2.084,2.9985
82.5380,2.604,2.9965
82.5400,0.016,2.997
82.5420,0.014,2.997
82.5440,0.008,2.9985
82.5460,0.022,2.9975
82.5480,0.188,2.999
82.5500,0.022,2.997
82.5520,0.012,2.9975
82.5540,0.014,2.9975
82.5560,0.004,2.9975
82.5580,0.014,2.9975
82.5600,8.194,2.996
82.5620,0.014,2.9985
82.5640,0.016,2.9975
82.5660,0.014,2.9975
82.5680,0.014,2.9975
82.5700,0.186,2.9975
82.5720,0.016,2.9975
82.5740,0.004,2.9975
82.5760,0.012,2.9975
82.5780,0.012,2.9975
82.5800,0.012,2.9975
82.5820,0.188,2.9975
82.5840,0.008,2.9975
82.5860,0.014,2.997
82.5880,0.008,2.9975
82.5900,0.016,2.9985
82.5920,3.274,2.9975
82.5940,5.098,2.9975
82.5960,0.006,2.9975
82.5980,0.016,2.9985
82.6000,0.028,2.9975
82.6020,0.008,2.9975
82.6040,0.186,2.997
82.6060,0.014,2.9985
82.6080,0.014,2.9975
82.6100,0.016,2.9975
82.6120,0.006,2.9975
82.6140,0.008,2.9975
82.6160,4.444,2.997
82.6180,0.014,2.997
82.6200,0.012,2.9975
82.6220,0.012,2.9975
82.6240,0.008,2.9975
82.6260,1.21,2.999
82.6280,0.028,2.9975
82.6300,0.022,2.9975
82.6320,0.014,2.9975
82.6340,0.012,2.9985
82.6360,0.014,2.9975
82.6380,0.182,2.9975
82.6400,0.016,2.9975
82.6420,0.016,2.9975
82.6440,0.012,2.9975
82.6460,0.012,2.9975
82.6480,0.006,2.9975
82.6500,7.94,2.996
82.6520,0.014,2.9975
82.6540,0.014,2.997
82.6560,0.008,2.9975
82.6580,0.014,2.9975
82.6600,0.188,2.9975
82.6620,0.014,2.9975
82.6640,0.012,2.9975
82.6660,0.014,2.9975
82.6680,0.014,2.9975
82.6700,0.012,2.9975
82.6720,0.188,2.997
82.6740,0.014,2.997
82.6760,0.012,2.9975
82.6780,0.006,2.9975
82.6800,0.014,2.9975
82.6820,3.04,2.997
82.6840,5.658,2.9975
82.6860,0.012,2.9975
82.6880,0.008,2.9975
82.6900,0.008,2.9975
82.6920,0.016,2.9975
82.6940,0.18,2.9975
82.6960,0.006,2.9975
82.6980,0.016,2.9975
82.7000,0.014,2.9975
82.7020,0.006,2.9985
82.7040,0.008,2.9975
82.7060,4.042,2.9955
82.7080,0.016,2.9975
82.7100,0.014,2.9975
82.7120,0.014,2.9985
82.7140,0.004,2.9975
82.7160,1.13,2.9975
82.7180,0.02,2.9975
82.7200,0.332,2.9975
82.7220,0.012,2.9975
82.7240,0.014,2.9975
82.7260,0.008,2.9985
82.7280,0.186,2.9975
82.7300,0.014,2.9975
82.7320,0.012,2.9985
82.7340,0.008,2.9975
82.7360,0.014,2.9985
82.7380,0.008,2.9975
82.7400,8.608,2.9945
82.7420,0.012,2.997
82.7440,0.012,2.9985
82.7460,0.014,2.997
82.7480,0.012,2.9975
82.7500,0.722,2.9975
82.7520,0.012,2.9975
82.7540,0.012,2.997
82.7560,0.006,2.9985
82.7580,0.012,2.9975
82.7600,0.814,2.9985
82.7620,0.186,2.9985
82.7640,0.012,2.9975
82.7660,0.022,2.9975
82.7680,0.012,2.997
82.7700,0.014,2.997
82.7720,3.028,2.997
82.7740,6.228,2.9975
82.7760,0.012,2.9975
82.7780,0.012,2.9965
82.7800,0.02,2.9975
82.7820,0.014,2.9975
82.7840,0.188,2.9985
82.7860,0.006,2.9975
82.7880,0.02,2.9975
82.7900,0.014,2.9975
82.7920,0.012,2.9975
82.7940,0.014,2.9985
82.7960,3.572,2.9955
82.7980,0.012,2.9975
82.8000,0.008,2.9975
82.8020,0.012,2.9975
82.8040,0.012,2.9975
82.8060,1.302,2.9985
82.8080,0.022,2.9975
82.8100,0.016,2.997
82.8120,0.008,2.997
82.8140,0.008,2.9975
82.8160,0.004,2.997
82.8180,0.18,2.9975
82.8200,0.008,2.9975
82.8220,0.014,2.9975
82.8240,0.006,2.9975
82.8260,0.014,2.9985
82.8280,0.004,2.9975
82.8300,8.308,2.9955
82.8320,0.016,2.9975
82.8340,0.012,2.997
82.8360,0.008,2.9975
82.8380,0.008,2.9975
82.8400,0.19,2.9975
82.8420,0.012,2.9975
82.8440,0.014,2.9975
82.8480,0.008,2.9975
82.8500,0.008,2.9985
82.8520,2.408,2.999
82.8540,0.012,2.9975
82.8560,0.012,2.9975
82.8580,0.006,2.9975
82.8600,0.006,2.9975
82.8620,1.59,2.9975
82.8640,0.008,2.9975
82.8660,0.012,2.9985
82.8680,0.008,2.9975
82.8700,0.02,2.9975
82.8720,0.016,2.997
82.8740,0.182,2.9975
82.8760,0.014,2.9975
82.8780,0.014,2.9975
82.8800,0.366,2.9975
82.8820,0.012,2.9985
82.8840,0.012,2.9975
82.8860,10.264,2.999
82.8880,0.012,2.9985
82.8900,0.014,2.9985
82.8920,0.008,2.9975
82.8940,0.014,2.9975
82.8960,0.19,2.9975
82.8980,0.014,2.997
82.9000,0.014,2.9975
82.9020,0.008,2.9985
82.9040,0.008,2.9975
82.9060,0.008,2.9975
82.9080,0.188,2.9975
82.9100,0.012,2.9975
82.9120,0.008,2.9975
82.9140,0.008,2.9975
82.9160,0.008,2.9975
82.9180,2.6,2.9975
82.9200,9.108,2.9995
82.9220,0.008,2.9975
82.9240,0.016,2.9975
82.9260,0.006,2.997
82.9280,0.012,2.997
82.9300,0.19,2.9975
82.9320,0.012,2.9975
82.9340,0.006,2.9975
82.9360,0.008,2.9975
82.9380,0.004,2.997
82.9400,0.016,2.9985
82.9420,2.274,2.999
82.9440,0.012,2.9975
82.9460,0.006,2.9975
82.9480,0.004,2.9975
82.9500,0.014,2.9985
82.9520,1.468,2.9985
82.9540,0.016,2.9985
82.9560,0.014,2.9975
82.9580,0.012,2.9975
82.9600,0.012,2.9975
82.9620,0.014,2.997
82.9640,0.18,2.9975
82.9660,0.012,2.9975
82.9680,0.012,2.9985
82.9700,0.008,2.9975
82.9720,0.008,2.997
82.9740,0.008,2.9975
82.9760,10.326,2.9995
82.9780,0.006,2.9975
82.9800,0.014,2.9975
82.9820,0.012,2.997
82.9840,0.008,2.9985
82.9860,0.19,2.9975
82.9880,0.014,2.9975
82.9900,0.006,2.9975
82.9920,0.012,2.9975
82.9940,0.006,2.9975
82.9960,0.014,2.997
82.9980,0.182,2.9975
83.0000,0.02,2.9985
83.0020,0.008,2.9975
83.0040,0.014,2.9985
83.0060,0.012,2.9985
83.0080,2.302,2.9995
83.0100,8.958,2.999
83.0120,0.014,2.9975
83.0140,0.012,2.9975
83.0160,0.014,2.9975
83.0180,0.014,2.9985
83.0200,0.19,2.9975
83.0220,0.016,2.9985
83.0240,0.008,2.9975
83.0260,0.012,2.9975
83.0280,0.012,2.997
83.0300,0.014,2.9975
83.0320,2.102,2.999
83.0340,0.02,2.9975
83.0360,0.014,2.9985
83.0380,0.008,2.9975
83.0400,0.398,2.9975
83.0420,1.636,2.9975
83.0440,0.022,2.9975
83.0460,0.012,2.9975
83.0480,0.008,2.9985
83.0500,0.008,2.9975
83.0520,0.008,2.9975
83.0540,0.188,2.9975
83.0560,0.008,2.9975
83.0580,0.012,2.9985
83.0600,0.012,2.9975
83.0620,0.016,2.9985
83.0640,0.008,2.9975
83.0660,10.288,2.999
83.0680,0.014,2.9975
83.0700,0.004,2.9975
83.0720,0.016,2.9985
83.0740,0.008,2.9975
83.0760,0.254,2.9985
83.0780,0.02,2.9975
83.0800,0.014,2.9975
83.0820,0.006,2.9975
83.0840,0.014,2.997
83.0860,0.008,2.9975
83.0880,0.186,2.9985
83.0900,0.012,2.9975
83.0920,0.008,2.997
83.0940,0.016,2.9975
83.0960,0.008,2.997
83.0980,2.274,2.9995
83.1000,8.812,2.999
83.1020,0.008,2.9975
83.1040,0.012,2.9975
83.1060,0.008,2.9975
83.1080,0.014,2.9985
83.1100,0.182,2.997
83.1120,0.016,2.9975
83.1140,0.008,2.9975
83.1160,0.012,2.9975
83.1180,0.014,2.9975
83.1200,0.006,2.9975
83.1220,1.91,2.999
83.1240,0.012,2.9985
83.1260,0.014,2.997
83.1280,0.012,2.9985
83.1300,0.014,2.9985
83.1320,1.664,2.997
83.1340,0.038,2.9975
83.1360,0.02,2.9975
83.1380,0.016,2.9975
83.1400,0.016,2.9975
83.1420,0.008,2.9985
83.1440,0.18,2.997
83.1460,0.012,2.9975
83.1480,0.008,2.997
83.1500,0.012,2.9975
83.1520,0.012,2.9975
83.1540,0.894,2.9965
83.1560,8.236,2.999
83.1580,0.008,2.9985
83.1600,0.006,2.997
83.1620,0.014,2.9975
83.1640,0.008,2.997
83.1660,0.186,2.9975
83.1680,0.014,2.9975
83.1700,0.012,2.9985
83.1720,0.02,2.9975
83.1740,0.012,2.9975
83.1760,0.006,2.9975
83.1780,0.344,2.996
83.1800,0.016,2.997
83.1820,0.012,2.9985
83.1840,0.012,2.9985
83.1860,0.004,2.997
83.1880,1.678,2.9975
83.1900,1.286,2.997
83.1920,0.008,2.997
83.1940,0.008,2.9975
83.1960,0.016,2.9975
83.1980,0.008,2.9975
83.2000,0.268,2.9975
83.2020,0.006,2.9975
83.2040,0.014,2.9975
83.2060,0.012,2.9985
83.2080,0.012,2.9975
83.2100,0.008,2.9975
83.2120,8.348,2.9975
83.2140,0.494,2.9975
83.2160,0.008,2.997
83.2180,0.014,2.9975
83.2200,0.012,2.9975
83.2220,0.404,2.997
83.2240,0.016,2.9985
83.2260,0.008,2.997
83.2280,0.016,2.997
83.2300,0.014,2.9975
83.2320,0.008,2.9975
83.2340,0.188,2.9975
83.2360,0.012,2.9985
83.2380,0.012,2.9975
83.2400,0.02,2.9985
83.2420,0.006,2.9985
83.2440,0.808,2.997
83.2460,8.314,2.9995
83.2480,0.014,2.9975
83.2500,0.012,2.9985
83.2520,0.012,2.9975
83.2540,0.02,2.9975
83.2560,0.186,2.9975
83.2580,0.008,2.9975
83.2600,0.012,2.997
83.2620,0.008,2.9985
83.2640,0.012,2.9975
83.2660,0.012,2.997
83.2680,0.272,2.996
83.2700,0.008,2.9975
83.2720,0.012,2.9975
83.2740,0.016,2.997
83.2760,0.006,2.9985
83.2780,1.696,2.9985
83.2800,1.758,2.9975
83.2820,0.014,2.9975
83.2840,0.014,2.997
83.2860,0.014,2.9975
83.2880,0.02,2.9985
83.2900,0.186,2.9975
83.2920,0.014,2.9985
83.2940,0.012,2.9975
83.2960,0.008,2.9975
83.2980,0.012,2.9975
83.3000,0.014,2.9975
83.3020,7.942,2.999
83.3040,0.012,2.9975
83.3060,0.016,2.9975
83.3080,0.022,2.997
83.3100,0.008,2.9975
83.3120,0.654,2.9975
83.3140,0.016,2.9975
83.3160,0.008,2.9975
83.3180,0.006,2.9985
83.3200,0.012,2.997
83.3220,0.012,2.997
83.3240,0.188,2.9975
83.3260,0.008,2.9975
83.3280,0.006,2.9975
83.3300,0.016,2.9975
83.3320,0.014,2.997
83.3340,0.012,2.9955
83.3360,8.088,2.9995
83.3380,0.008,2.9975
83.3400,0.008,2.9975
83.3420,0.012,2.9975
83.3440,0.008,2.9975
83.3460,0.19,2.9975
83.3480,0.012,2.9975
83.3500,0.014,2.9975
83.3520,0.008,2.997
83.3540,0.016,2.9975
83.3560,0.014,2.9975
83.3580,0.268,2.9965
83.3600,0.012,2.9975
83.3620,0.008,2.997
83.3640,0.012,2.9975
83.3660,0.014,2.9975
83.3680,2.126,2.9985
83.3700,2.05,2.9975
83.3720,0.012,2.9975
83.3740,0.012,2.9975
83.3760,0.016,2.9975
83.3780,0.008,2.9975
83.3800,0.182,2.9975
83.3820,0.014,2.9975
83.3840,0.014,2.9975
83.3860,0.014,2.9975
83.3880,0.014,2.9975
83.3900,0.008,2.9985
83.3920,7.682,2.9985
83.3940,0.008,2.9975
83.3960,0.012,2.9975
83.3980,0.008,2.9975
83.4000,0.016,2.9985
83.4020,0.684,2.9975
83.4040,0.02,2.9975
83.4060,0.008,2.9975
83.4080,0.016,2.9985
83.4100,0.008,2.997
83.4120,0.014,2.9975
83.4140,0.182,2.997
83.4160,0.006,2.9975
83.4180,0.012,2.9975
83.4200,0.012,2.9975
83.4220,0.016,2.997
83.4240,0.008,2.9955
83.4260,8.024,2.9995
83.4280,0.02,2.9975
83.4300,0.014,2.9985
83.4320,0.012,2.9975
83.4340,0.014,2.9975
83.4360,0.186,2.997
83.4380,0.014,2.9975
83.4400,0.008,2.9975
83.4420,0.012,2.9975
83.4440,0.008,2.9985
83.4460,0.012,2.997
83.4480,5.172,2.9965
83.4500,0.012,2.997
83.4520,0.008,2.9975
83.4540,0.012,2.9985
83.4560,0.008,2.9975
83.4580,0.974,2.997
83.4600,0.028,2.9975
83.4620,0.014,2.9975
83.4640,0.012,2.9985
83.4660,0.016,2.9975
83.4680,0.008,2.9985
83.4700,0.182,2.9975
83.4720,0.014,2.9975
83.4740,0.014,2.9975
83.4760,0.008,2.997
83.4780,0.008,2.9975
83.4800,0.016,2.9985
83.4820,7.876,2.9965
83.4840,0.016,2.9985
83.4860,0.016,2.9975
83.4880,0.012,2.9975
83.4900,0.008,2.9975
83.4920,0.18,2.9985
83.4940,0.012,2.9975
83.4960,0.004,2.9975
83.4980,0.012,2.997
83.5000,0.008,2.9975
83.5020,0.016,2.997
83.5040,0.182,2.9975
83.5060,0.014,2.9985
83.5080,0.006,2.9975
83.5100,0.008,2.9975
83.5120,0.014,2.9985
83.5140,3.288,2.9975
83.5160,4.814,2.997
83.5180,0.014,2.9975
83.5200,0.012,2.9975
83.5220,0.012,2.9985
83.5240,0.014,2.997
83.5260,0.19,2.9985
83.5280,0.016,2.9975
83.5300,0.014,2.9975
83.5320,0.014,2.9975
83.5340,0.016,2.9975
83.5360,0.014,2.9975
83.5380,4.658,2.9965
83.5400,0.012,2.9975
83.5420,0.006,2.997
83.5440,0.012,2.9975
83.5460,0.004,2.9975
83.5480,0.946,2.9975
83.5500,0.022,2.9975
83.5520,0.008,2.9975
83.5540,0.008,2.9975
83.5560,0.012,2.9975
83.5580,0.012,2.9975
83.5600,0.182,2.9975
83.5620,0.014,2.9975
83.5640,0.014,2.9985
83.5660,0.008,2.9975
83.5680,0.004,2.9975
83.5700,0.014,2.9985
83.5720,7.904,2.996
83.5740,0.012,2.9975
83.5760,0.012,2.9985
83.5780,0.004,2.9975
83.5800,0.006,2.997
83.5820,0.19,2.9975
83.5840,0.014,2.997
83.5860,0.014,2.9975
83.5880,0.016,2.9975
83.5900,0.004,2.9975
83.5920,0.016,2.9985
83.5940,0.186,2.9975
83.5960,0.012,2.9975
83.5980,0.014,2.9985
83.6000,0.014,2.9975
83.6020,0.008,2.9975
83.6040,3.26,2.997
83.6060,5.428,2.997
83.6080,0.02,2.9985
83.6100,0.016,2.9975
83.6120,0.014,2.9985
83.6140,0.014,2.9975
83.6160,0.19,2.9985
83.6180,0.016,2.9975
83.6200,0.006,2.9985
83.6220,0.006,2.9975
83.6240,0.012,2.9975
83.6260,0.014,2.9975
83.6280,4.174,2.9965
83.6300,0.02,2.9975
83.6320,0.014,2.9975
83.6340,0.012,2.997
83.6360,0.004,2.9985
83.6380,1.37,2.997
83.6400,0.028,2.9985
83.6420,0.008,2.9975
83.6440,0,2.9975
83.6460,0.008,2.9975
83.6480,0.008,2.997
83.6500,0.186,2.9975
83.6520,0.006,2.997
83.6540,0.012,2.9975
83.6560,0.014,2.9985
83.6580,0.012,2.9975
83.6600,0.008,2.9975
83.6620,8.01,2.9955
83.6640,0.012,2.9975
83.6660,0.004,2.997
83.6680,0.008,2.9975
83.6700,0.008,2.9975
83.6720,0.186,2.9975
83.6740,0.006,2.9975
83.6760,0.008,2.9975
